GeneID,n_reads,tso_reads,noise_reads,perfect_molecule_barcodes,reads_mapped_exonic,reads_mapped_exonic_as,reads_mapped_intronic,reads_mapped_intronic_as,reads_mapped_uniquely,reads_mapped_multiple,duplicate_reads,spliced_reads,antisense_reads,molecule_barcode_fraction_bases_above_30_mean,molecule_barcode_fraction_bases_above_30_variance,genomic_reads_fraction_bases_quality_above_30_mean,genomic_reads_fraction_bases_quality_above_30_variance,genomic_read_quality_mean,genomic_read_quality_variance,n_molecules,n_fragments,reads_per_molecule,reads_per_fragment,fragments_per_molecule,fragments_with_single_read_evidence,molecules_with_single_read_evidence,reads_mapped_mitochondrial,number_cells_detected_multiple,number_cells_expressing
CBX1,5450,1063,0,4768,2208,0,3078,0,5286,164,0,574,0,0.9804128672,0.004075550009,0.9839062525,0.003373821266,39.68844223,1.514456511,743,3521,7.335127831,1.547855735,4.73889637,2498,169,0,512,649
CBX2,234,32,0,208,130,0,98,0,228,6,0,14,0,0.9704416308,0.007438000757,0.9788224422,0.00831448473,39.57321548,3.861653328,30,159,7.800000191,1.471698165,5.300000191,117,10,0,21,27
CBX3,24606,1926,0,23001,6766,0,17588,0,24354,252,0,784,0,0.979547694,0.004688763991,0.9848907986,0.003805479966,39.70885086,1.733380437,2080,17057,11.82980728,1.442574859,8.200480461,11981,288,0,1365,1545
CBX4,1802,209,0,1687,1550,0,238,0,1788,14,0,15,0,0.977571243,0.006363993976,0.9821680001,0.003301504301,39.65849304,1.441127419,177,1297,10.1807909,1.38936007,7.327683449,942,35,0,136,167
CBX5,4996,775,0,4425,2612,0,2331,0,4943,53,0,887,0,0.9789665289,0.005083861761,0.9791122249,0.004852702841,39.59688568,2.228720427,664,3508,7.524096489,1.424173355,5.283132553,2546,126,0,483,578
CBX6,14725,2012,0,13397,11753,0,2903,0,14656,69,0,382,0,0.9779400369,0.005115474574,0.9815937012,0.004302275367,39.64279938,1.974455476,1568,9844,9.390943527,1.495835066,6.27806139,6908,305,0,1024,1218
CBX7,4964,586,0,4255,3446,0,1432,0,4878,86,0,233,0,0.9777061707,0.005953394342,0.9633942505,0.01927253045,39.23047638,9.827448845,575,3366,8.633043289,1.474747419,5.85391283,2366,181,0,377,531
CBX8,296,21,0,293,281,0,11,0,292,4,0,10,0,0.9817004687,0.003642332973,0.9787538195,0.002787912032,39.59909439,1.090134978,40,225,7.400000095,1.315555573,5.625,167,9,0,30,38
CBY1,2740,308,0,2342,506,0,2098,0,2604,136,0,223,0,0.9732664453,0.005975960288,0.9798743301,0.00533579709,39.60416031,2.551300764,344,1907,7.965116501,1.436811805,5.543604851,1352,96,0,228,304
CBY3,316,213,0,281,11,0,196,0,207,109,0,15,0,0.9754747167,0.00431282213,0.839978938,0.01715146936,36.1301651,10.49461842,223,273,1.417040348,1.157509208,1.224215269,252,200,0,21,219
CC2D1A,1356,206,0,1118,482,0,727,0,1209,147,0,189,0,0.9764012097,0.006330750417,0.9812438926,0.004140590318,39.63648224,1.96892488,321,951,4.224298954,1.425867558,2.96261692,690,121,0,191,292
CC2D1B,3622,446,0,3262,1023,0,2591,0,3614,8,0,109,0,0.9798914298,0.004581875168,0.9873980263,0.00347291003,39.7542572,1.711346269,419,2449,8.64439106,1.478971004,5.84486866,1707,59,0,318,363
CC2D2A,20513,3715,0,18327,3914,0,16495,0,20409,104,0,1234,0,0.9806017535,0.004491094965,0.9851346641,0.003481666092,39.71232605,1.593099833,2391,13144,8.579255104,1.560636044,5.497281551,8914,453,0,1200,1410
CC2D2B,14980,2454,0,13190,1970,0,12570,0,14540,440,0,516,0,0.9806520017,0.004673434887,0.9852893067,0.003259120509,39.7125206,1.481271267,1979,9884,7.569479465,1.515580773,4.994441509,6970,543,0,976,1259
CCAR1,22329,3973,0,19981,6593,0,15412,0,22005,324,0,2173,0,0.9806753758,0.004684339277,0.9836650185,0.004092599265,39.67929459,1.909343958,2477,14846,9.014533997,1.504041433,5.993540764,10249,498,0,1438,1705
CCAR2,3931,533,0,3263,2529,0,1388,0,3917,14,0,279,0,0.982447231,0.004081133753,0.9811611767,0.004918558523,39.62732697,2.307824373,359,2558,10.94986057,1.536747456,7.125348091,1783,70,0,278,337
CCBE1,13298,2043,0,11872,525,0,12461,0,12986,312,0,83,0,0.9806299389,0.004557482433,0.98448809,0.003975452855,39.69332123,1.908604145,1475,8749,9.015593529,1.519945145,5.93152523,6167,354,0,537,727
CCDC102A,63,29,0,52,32,0,17,0,49,14,0,1,0,0.9682539985,0.007040455006,0.8952381592,0.01893553883,37.47600937,11.41661739,32,48,1.96875,1.3125,1.5,38,25,0,7,32
CCDC102B,2296,335,0,2108,150,0,1998,0,2148,148,0,28,0,0.9776060035,0.006079623476,0.9821525643,0.003623661818,39.6392746,1.685084701,363,1620,6.325068951,1.417283893,4.46281004,1165,151,0,155,279
CCDC103,191,22,0,181,121,0,68,0,189,2,0,0,0,0.9720768254,0.009157704189,0.9865038131,0.00387537363,39.72838593,1.869020224,25,143,7.639999866,1.335664392,5.71999979,108,5,0,19,24
CCDC105,36,13,0,30,0,0,13,0,13,23,0,0,0,0.9606481385,0.01487545669,0.9500000228,0.01398590021,38.85061264,7.829848289,17,26,2.117647171,1.384615421,1.529411793,18,8,0,9,17
CCDC106,737,26,0,705,612,0,125,0,737,0,0,74,0,0.9736544857,0.006900452077,0.9798583202,0.005120466463,39.60638428,2.470597744,100,552,7.369999886,1.335144877,5.519999981,429,16,0,82,97
CCDC107,3178,376,0,3077,3069,0,96,0,3165,13,0,811,0,0.9798353521,0.0041070343,0.9699112559,0.005526956171,39.42663574,2.510578394,436,2304,7.288990974,1.379340291,5.284403801,1672,139,0,288,400
CCDC110,555,67,0,504,138,0,396,0,534,21,0,11,0,0.9803303555,0.003786591114,0.9890490672,0.001942749484,39.7885437,0.9520854354,61,374,9.098361015,1.483957171,6.131147385,261,15,0,43,56
CCDC112,4183,511,0,3923,1462,0,2686,0,4148,35,0,396,0,0.9791019469,0.00453652814,0.9834011021,0.004068865906,39.67591095,1.858292699,489,2924,8.554192543,1.430574536,5.979549885,2072,75,0,343,394
CCDC113,2317,380,0,1913,538,0,1627,0,2165,152,0,166,0,0.9789598855,0.00561102014,0.9824438061,0.005490332376,39.65415192,2.645684004,316,1561,7.332278252,1.484304905,4.939873219,1105,94,0,199,274
CCDC114,199,35,0,124,7,0,132,0,139,60,0,1,0,0.976130682,0.003741350491,0.9771636292,0.007075940724,39.50328827,3.836780548,81,142,2.456790209,1.401408434,1.753086448,104,51,0,30,80
CCDC115,2387,165,0,2050,1566,0,809,0,2375,12,0,128,0,0.9810780776,0.004263677634,0.9840479007,0.003682224313,39.69380951,1.63783288,199,1624,11.99497509,1.469827533,8.160803795,1103,19,0,172,188
CCDC117,2424,267,0,2223,1493,0,926,0,2419,5,0,125,0,0.9794760903,0.004717425443,0.984080525,0.003821659135,39.69136429,1.731822848,239,1654,10.1422596,1.465538144,6.920502186,1172,46,0,179,213
CCDC12,5239,519,0,4688,3394,0,1761,0,5155,84,0,154,0,0.9767767612,0.005405380856,0.9843291049,0.004126956221,39.69535828,1.952969909,642,3736,8.160435677,1.402301908,5.81931448,2723,150,0,426,537
CCDC120,914,164,0,798,397,0,477,0,874,40,0,0,0,0.9812181105,0.003906313796,0.9785315153,0.006856761873,39.56943512,3.461816072,141,608,6.482269287,1.503289461,4.312056541,436,31,0,105,134
CCDC121,285,19,0,231,254,0,31,0,285,0,0,3,0,0.9845029395,0.003549096407,0.9732943803,0.007079897914,39.47516251,3.12369132,34,198,8.382352829,1.439393997,5.823529243,134,2,0,32,34
CCDC122,8205,1042,0,7669,782,0,7385,0,8167,38,0,97,0,0.9799309564,0.004564270843,0.9849685453,0.003688768949,39.70787048,1.681622386,821,5593,9.993909836,1.467012286,6.812423706,3891,118,0,515,583
CCDC124,916,105,0,838,422,0,443,0,865,51,0,29,0,0.9760735452,0.004883783404,0.9793304743,0.003915283363,39.59392929,1.85740757,165,675,5.551515102,1.357037067,4.090909004,511,58,0,101,150
CCDC125,1330,335,0,1144,467,0,752,0,1219,111,0,93,0,0.9757519027,0.006606843788,0.9808020319,0.005010681227,39.6146431,2.472269297,285,896,4.666666508,1.484375,3.143859625,638,123,0,140,245
CCDC126,1900,182,0,1865,1066,0,806,0,1872,28,0,483,0,0.9833333492,0.003949446138,0.9838655349,0.003193275305,39.68709946,1.493674994,197,1331,9.644670486,1.427498102,6.756345272,952,44,0,127,167
CCDC127,1858,94,0,1644,778,0,791,0,1569,289,0,65,0,0.9825529401,0.004440991208,0.9809413175,0.004858253058,39.62735367,2.300020218,173,1292,10.73988438,1.438080549,7.468208313,917,36,0,134,167
CCDC13,2558,346,0,2162,484,0,1960,0,2444,114,0,156,0,0.9785640057,0.005325088743,0.9837156097,0.00445219269,39.68396378,2.136561155,358,1874,7.145251274,1.364994645,5.234636784,1395,116,0,209,298
CCDC130,3404,385,0,2949,1992,0,1254,0,3246,158,0,533,0,0.978065045,0.0050163134,0.9831603698,0.003680274123,39.67754364,1.695191383,495,2445,6.876767635,1.39222908,4.939393997,1813,130,0,331,434
CCDC134,465,78,0,408,53,0,392,0,445,20,0,3,0,0.9779570058,0.00485608913,0.984253316,0.003298494965,39.69149017,1.400962591,98,346,4.744897842,1.343930602,3.53061223,260,35,0,55,87
CCDC136,15425,2891,0,12656,6271,0,9094,0,15365,60,0,1337,0,0.9758293079,0.005343547091,0.9848204938,0.003632850247,39.7090416,1.64603734,1872,10012,8.239850044,1.540651202,5.348290443,7021,366,0,1141,1363
CCDC137,1575,183,0,1538,1195,0,370,0,1565,10,0,259,0,0.9770899661,0.005673616659,0.9767337449,0.004858118948,39.55760193,2.196326971,235,1159,6.702127457,1.358930111,4.931914806,881,34,0,174,204
CCDC138,20499,2843,0,19003,1988,0,18356,0,20344,155,0,491,0,0.9805885049,0.004681592807,0.98536192,0.003658998758,39.71528625,1.693076491,2289,13624,8.955438614,1.504624248,5.951943874,9510,413,0,1172,1364
CCDC14,6717,1071,0,6224,1159,0,5447,0,6606,111,0,264,0,0.9796660459,0.004678988829,0.9851140831,0.004133683629,39.70410919,1.979938745,731,4312,9.188782692,1.557745814,5.898768902,2967,130,0,472,558
CCDC140,5,1,0,2,5,0,0,0,5,0,0,0,0,1,0,1,0,40,0,3,3,1.666666627,1.666666627,1,1,1,0,2,3
CCDC141,3663,688,0,3361,849,0,2665,0,3514,149,0,163,0,0.9783647513,0.005256874021,0.9853641843,0.003785403911,39.71453857,1.72403276,461,2476,7.945770264,1.479402304,5.370932579,1712,106,0,249,325
CCDC144NL,8101,1552,0,7032,1970,0,4736,0,6706,1395,0,559,0,0.978356602,0.005752352998,0.9839800598,0.00454372447,39.68063354,2.192608356,973,5050,8.325796127,1.604158401,5.190133572,3414,244,0,501,674
CCDC146,17978,2973,0,16027,953,0,16269,0,17222,756,0,334,0,0.9799291916,0.004583448172,0.9841052951,0.003828044515,39.68785095,1.765022039,2207,12164,8.145899773,1.477967739,5.511554241,8359,523,0,1030,1268
CCDC148,12573,1964,0,11421,547,0,11714,0,12261,312,0,341,0,0.9800167245,0.004460972268,0.9847106532,0.004005589522,39.70011902,1.857690334,1461,8598,8.60574913,1.462316871,5.885010242,6006,297,0,789,941
CCDC149,9823,1427,0,9071,1596,0,8135,0,9731,92,0,275,0,0.981217575,0.004449325614,0.9815048956,0.00477381004,39.63208389,2.270240784,1135,6839,8.654625893,1.436321139,6.025550842,4867,226,0,700,832
CCDC15,2434,291,0,2127,433,0,1780,0,2213,221,0,176,0,0.9795261777,0.005540367682,0.9840591978,0.004028866999,39.68661118,1.810158372,332,1631,7.331325531,1.492336035,4.912650585,1161,108,0,196,279
CCDC150,633,102,0,601,106,0,469,0,575,58,0,20,0,0.9811743303,0.004402853083,0.9813761965,0.007784539834,39.61812973,3.868733406,112,428,5.651785851,1.478971958,3.821428537,308,39,0,60,91
CCDC151,1296,140,0,992,914,0,312,0,1226,70,0,210,0,0.9789737897,0.004474971909,0.9791752905,0.004449448548,39.59531403,1.98950696,207,941,6.260869503,1.377258182,4.545893669,690,77,0,126,192
CCDC152,430,116,0,283,195,0,141,0,336,94,0,2,0,0.9773255948,0.004939865321,0.9700517127,0.007491752971,39.33947754,4.226219654,122,278,3.524590254,1.546762586,2.278688431,191,64,0,49,105
CCDC153,24,6,0,10,0,0,10,0,10,14,0,0,0,0.9826389154,0.001799012301,0.9791667089,0.002719397424,39.57639313,1.313499928,14,16,1.714285731,1.5,1.142857194,10,8,0,6,14
CCDC154,485,48,0,463,108,0,354,0,462,23,0,10,0,0.9809278665,0.002462059492,0.9838488441,0.004335835576,39.69312286,1.927176356,64,325,7.578125,1.492307663,5.078125,221,20,0,43,61
CCDC155,80,7,0,54,0,0,23,0,23,57,0,7,0,0.9750000358,0.005344581325,0.9694444958,0.008634152822,39.35832977,4.117798328,44,64,1.818181872,1.25,1.454545498,52,28,0,15,42
CCDC157,3264,183,0,3016,753,0,1984,0,2737,527,0,82,0,0.9794730603,0.005180038977,0.9846065211,0.003339997493,39.7065506,1.483668447,479,2436,6.81419611,1.339901447,5.085595131,1846,112,0,321,404
CCDC158,479,72,0,396,2,0,206,0,208,271,0,8,0,0.9740779614,0.007157299668,0.9773138758,0.008052889258,39.53975677,3.786477089,183,310,2.617486238,1.545161247,1.693989038,208,89,0,92,176
CCDC159,912,120,0,667,468,0,423,0,891,21,0,147,0,0.9761513388,0.00501818629,0.9822246946,0.005037324037,39.65625763,2.257400751,140,600,6.514285564,1.519999981,4.285714149,409,44,0,90,130
CCDC160,145,27,0,139,86,0,54,0,140,5,0,10,0,0.990804613,0.00097581296,0.9921073001,0.0005554151139,39.85371399,0.1861651838,31,89,4.677419186,1.629213452,2.870967627,52,8,0,22,27
CCDC163,34,0,0,34,27,0,7,0,34,0,0,4,0,0.9926470869,0.0005756046157,0.9928104948,0.0005303553189,39.85097504,0.2350774556,7,24,4.857142925,1.416666627,3.428571463,15,2,0,5,7
CCDC167,522,78,0,473,225,0,285,0,510,12,0,3,0,0.977490436,0.006863322109,0.9862495042,0.002594379243,39.74301529,1.054780841,92,383,5.673913002,1.362924337,4.163043499,284,18,0,69,87
CCDC168,214,51,0,163,176,0,38,0,214,0,0,0,0,0.9778037605,0.00762316538,0.9855140434,0.00241306331,39.74641418,0.8090711236,36,136,5.944444656,1.573529363,3.777777672,87,9,0,23,29
CCDC169,1954,284,0,1750,69,0,1862,0,1931,23,0,21,0,0.9805953817,0.004306232091,0.9844535704,0.005049821921,39.68643951,2.458431482,213,1306,9.173708916,1.496171474,6.131455421,895,40,0,147,177
CCDC17,53,4,0,52,50,0,3,0,53,0,0,2,0,0.9858490566,0.003935862333,0.9893081852,0.001020718017,39.79475784,0.3473594189,8,31,6.625,1.709677458,3.875,18,4,0,4,8
CCDC170,231,54,0,182,8,0,163,0,171,60,0,2,0,0.980158748,0.004707268439,0.9824435293,0.004204111639,39.65204239,2.073935986,63,135,3.666666746,1.711111069,2.142857075,91,32,0,30,61
CCDC171,12342,2108,0,11272,1102,0,10879,0,11981,361,0,387,0,0.9834440854,0.003727894044,0.9849016316,0.003947612364,39.70236206,1.888682961,1340,8208,9.210447311,1.503654957,6.125373363,5644,319,0,700,889
CCDC172,54,37,0,47,0,0,17,0,17,37,0,0,0,0.9830247208,0.001671808772,0.9656379234,0.01106577739,39.31295395,4.99294138,27,32,2,1.6875,1.185185194,23,17,0,10,27
CCDC173,6516,994,0,6159,1582,0,4737,0,6319,197,0,266,0,0.9817628619,0.004093036987,0.9799962791,0.004789199214,39.5858345,2.412540674,938,4580,6.946695328,1.422707438,4.882729053,3268,283,0,486,697
CCDC174,6308,1060,0,5823,2043,0,4249,0,6292,16,0,598,0,0.9787703668,0.00507990038,0.9846562031,0.003430043114,39.70632172,1.543583274,781,4206,8.076824188,1.499762297,5.385403156,2957,165,0,507,627
CCDC175,592,248,0,531,32,0,519,0,551,41,0,0,0,0.9740991254,0.006895217113,0.9317004736,0.0151616307,38.39374542,8.772738457,210,438,2.819047689,1.351598144,2.08571434,348,147,0,57,202
CCDC177,946,82,0,826,891,0,47,0,938,8,0,8,0,0.979210737,0.005313964561,0.9797392819,0.0050965501,39.61028671,2.177873611,137,705,6.905109406,1.341843963,5.145985603,533,25,0,103,124
CCDC178,10859,1582,0,10049,528,0,9782,0,10310,549,0,324,0,0.9816435109,0.004324187059,0.9867422093,0.003286063671,39.74045563,1.549475789,1238,7096,8.77140522,1.53029871,5.731825352,4837,295,0,604,782
CCDC179,4,2,0,3,0,0,4,0,4,0,0,0,0,1,0,0.9972222447,3.086369543e-05,39.95555115,0.00790314097,3,3,1.333333373,1.333333373,1,2,2,0,1,3
CCDC18,3511,551,0,2996,339,0,3011,0,3350,161,0,73,0,0.982578578,0.003989695106,0.9852337431,0.003236010671,39.70774841,1.524999857,431,2352,8.14617157,1.492772102,5.45707655,1624,121,0,243,323
CCDC180,453,99,0,414,50,0,375,0,425,28,0,8,0,0.9689109858,0.006574965548,0.9872210169,0.003179777181,39.75494003,1.528716564,82,319,5.524390221,1.420062661,3.890244007,235,23,0,53,74
CCDC181,8240,962,0,7404,3785,0,4343,0,8128,112,0,253,0,0.980916284,0.003921782598,0.9845415633,0.004117731936,39.69405746,1.977445602,787,5592,10.4701395,1.47353363,7.105463982,3843,138,0,502,593
CCDC183,1133,182,0,854,262,0,815,0,1077,56,0,115,0,0.9802147872,0.004387104418,0.9834657594,0.003441860899,39.67935181,1.609637499,164,810,6.908536434,1.398765445,4.939024448,589,46,0,109,138
CCDC184,674,34,0,562,674,0,0,0,674,0,0,11,0,0.9749011131,0.00538487453,0.9600890735,0.01291853189,39.1865921,6.346254349,83,511,8.120481491,1.318982363,6.156626701,387,16,0,64,78
CCDC185,11,1,0,11,11,0,0,0,11,0,0,0,0,0.9621211832,0.01578285173,0.9848485426,0.00111784169,39.75757217,0.2861730456,3,11,3.666666746,1,3.666666746,11,1,0,2,3
CCDC186,21582,2927,0,20095,10206,0,11275,0,21481,101,0,1103,0,0.9804080804,0.00435860455,0.9839300553,0.004077370744,39.68357849,1.906494021,2184,14832,9.881868362,1.455097079,6.791208744,10453,358,0,1314,1516
CCDC187,62,3,0,43,0,0,46,0,46,16,0,0,0,0.9637097231,0.01107034553,0.9474910464,0.01016057655,38.98243713,4.183328629,32,53,1.9375,1.169811368,1.65625,44,21,0,11,31
CCDC188,9,0,0,0,8,0,1,0,9,0,0,0,0,0.9629629983,0.003665126394,0.9851852192,0.0004321003216,39.76296616,0.110613741,1,7,9,1.285714269,7,5,0,0,1,1
CCDC189,975,92,0,849,142,0,827,0,969,6,0,48,0,0.9794872,0.005311165936,0.9784273876,0.005785696208,39.56399536,2.695702791,148,721,6.587837696,1.352288485,4.871621609,540,26,0,107,129
CCDC190,62,3,0,53,25,0,28,0,53,9,0,2,0,0.9731183052,0.01064985991,0.9707885125,0.01139540877,39.38780975,5.339010715,19,49,3.263157845,1.265306115,2.578947306,40,10,0,9,19
CCDC191,3425,493,0,2964,617,0,2749,0,3366,59,0,137,0,0.9804866435,0.004190602805,0.9834679998,0.003488437738,39.67813873,1.540652752,442,2287,7.748868942,1.497595072,5.174208164,1592,98,0,282,360
CCDC192,3391,636,0,3051,76,0,3089,0,3165,226,0,70,0,0.9832891216,0.00363331195,0.9851994134,0.003835978219,39.70741653,1.862352967,500,2196,6.782000065,1.544171214,4.392000198,1530,166,0,202,319
CCDC194,3,2,0,2,0,0,3,0,3,0,0,0,0,0.9722223282,0.002314797137,0.9814816515,0.0005349692074,39.70370102,0.136948213,2,3,1.5,1,1.5,3,1,0,1,2
CCDC196,240,30,0,218,20,0,220,0,240,0,0,0,0,0.9871528069,0.001664799638,0.9877778053,0.00134903565,39.76328278,0.543074131,26,160,9.230769157,1.5,6.153846264,111,3,0,22,25
CCDC197,121,16,0,16,78,0,28,0,106,15,0,19,0,0.985537198,0.002856211737,0.9746556903,0.003790576011,39.47686005,1.613853812,19,74,6.368421078,1.635135174,3.894736767,47,11,0,9,18
CCDC198,86,16,0,67,0,0,65,0,65,21,0,5,0,0.9796511739,0.006035303231,0.9771317992,0.005189118907,39.52751923,2.447517872,28,68,3.071428537,1.264705896,2.428571463,53,12,0,16,27
CCDC22,488,59,0,376,236,0,232,0,468,20,0,80,0,0.9795082163,0.004398979712,0.9665756372,0.00679087732,39.34462357,3.100417137,76,340,6.421052456,1.435294151,4.473684311,237,27,0,48,70
CCDC24,970,44,0,886,381,0,587,0,968,2,0,6,0,0.9786082691,0.004952709191,0.979232567,0.004933478311,39.57607651,2.449317217,127,761,7.637795448,1.274638653,5.992125988,602,25,0,89,113
CCDC25,10363,1177,0,9574,3722,0,6616,0,10338,25,0,1952,0,0.9808131686,0.004553657025,0.9845808588,0.003614394926,39.70288086,1.624152899,1053,7271,9.841405869,1.425251007,6.905033112,5205,195,0,701,828
CCDC27,133,14,0,115,0,0,103,0,103,30,0,0,0,0.9774436305,0.002959576668,0.9523809664,0.01287424844,38.98437119,6.798835278,45,107,2.955555439,1.242990613,2.377777815,88,29,0,17,42
CCDC28A,14125,2208,0,13372,5580,0,8534,0,14114,11,0,362,0,0.9813864503,0.004534384701,0.9840346474,0.003985151649,39.68930435,1.846561193,1303,8911,10.84036827,1.585119486,6.838833332,5925,230,0,860,1001
CCDC28B,894,127,0,772,346,0,537,0,883,11,0,203,0,0.9791200838,0.004182798788,0.983246374,0.003140673507,39.68325424,1.390672326,104,633,8.596154213,1.412322283,6.086538315,468,22,0,80,100
CCDC3,9770,1272,0,8830,612,0,8977,0,9589,181,0,200,0,0.9795633115,0.005085815676,0.9831445816,0.004640525207,39.66747665,2.191820621,1098,6722,8.897995949,1.453436494,6.122040272,4726,211,0,567,667
CCDC30,40742,5864,0,37694,2722,0,37497,0,40219,523,0,911,0,0.9808224323,0.004479564726,0.9848548635,0.003531630617,39.70552444,1.618851304,4549,27750,8.956254005,1.46818018,6.100241661,19348,892,0,1960,2297
CCDC32,1123,118,0,970,594,0,435,0,1029,94,0,21,0,0.977589817,0.004560215399,0.9837736629,0.00394434249,39.67790222,1.850533605,171,786,6.567251682,1.428753138,4.596491337,556,54,0,106,157
CCDC33,295,66,0,234,5,0,241,0,246,49,0,5,0,0.975423745,0.004425131716,0.9751036304,0.006330686621,39.49269104,3.10915947,77,198,3.83116889,1.489899039,2.571428537,145,49,0,29,73
CCDC34,3593,432,0,3380,1575,0,1955,0,3530,63,0,404,0,0.9821644188,0.003283553757,0.9826298342,0.004505480174,39.64036942,2.261413813,396,2418,9.073232651,1.485938787,6.106060505,1715,109,0,235,327
CCDC36,2496,383,0,2252,642,0,1669,0,2311,185,0,198,0,0.9781317,0.005102189258,0.9802974003,0.00393991312,39.61210251,1.791609168,385,1668,6.483117104,1.49640286,4.332467556,1178,132,0,217,315
CCDC38,1655,297,0,1145,22,0,1545,0,1567,88,0,8,0,0.9802114995,0.004726239946,0.9842296367,0.003630180843,39.69121552,1.66165936,217,1086,7.626728058,1.52394104,5.004608154,744,82,0,118,181
CCDC39,10991,1600,0,9634,2974,0,7739,0,10713,278,0,711,0,0.9807797504,0.004693860188,0.9848644129,0.003524877597,39.70217133,1.653015971,1241,7445,8.856567383,1.476292849,5.999194145,5156,271,0,718,861
CCDC40,1773,289,0,1591,500,0,1137,0,1637,136,0,101,0,0.9748073246,0.006035081577,0.9765557801,0.007027671207,39.51963043,3.616406679,320,1237,5.540625095,1.433306336,3.865624905,908,111,0,185,277
CCDC42,71,20,0,52,0,0,36,0,36,35,0,0,0,0.9659624906,0.005868542008,0.9615023627,0.01107877307,39.16040421,6.030282497,40,51,1.774999976,1.392156839,1.274999976,39,28,0,12,38
CCDC43,2708,344,0,2551,1459,0,1138,0,2597,111,0,393,0,0.9785820061,0.005241338164,0.9817003493,0.004196275957,39.63364029,2.036651134,368,1903,7.358695507,1.42301631,5.171195507,1353,93,0,250,325
CCDC47,10874,1243,0,9621,5344,0,5456,0,10800,74,0,1661,0,0.9807645407,0.004292374477,0.9826242349,0.004410474561,39.65857697,2.092801571,1039,7453,10.46583271,1.459009767,7.173243523,5178,156,0,752,864
CCDC50,11837,1379,0,10734,5141,0,6664,0,11805,32,0,1061,0,0.9814142305,0.00427438831,0.9855387862,0.003137810621,39.72184372,1.406839609,1002,7974,11.81337357,1.484449506,7.95808363,5553,135,0,679,775
CCDC51,569,89,0,396,365,0,201,0,566,3,0,14,0,0.9822788775,0.00299868756,0.9835383974,0.003726321738,39.6792984,1.688298702,52,389,10.94230747,1.462724924,7.480769157,279,15,0,38,50
CCDC54,4,0,0,4,4,0,0,0,4,0,0,0,0,1,0,0.9916667491,0.0002777722839,39.86667633,0.07110182196,1,4,4,1,4,4,0,0,1,1
CCDC56,1516,13,0,1488,1489,0,26,0,1515,1,0,21,0,0.9771878084,0.005589449313,0.9847772174,0.004922903609,39.69387054,2.412497044,156,1125,9.717948914,1.347555518,7.211538315,837,27,0,125,151
CCDC57,5609,810,0,4980,499,0,4833,0,5332,277,0,173,0,0.9777589824,0.005120983347,0.979911295,0.004603524692,39.60520554,2.184250116,806,3929,6.959056854,1.427589774,4.874690056,2863,258,0,465,656
