DOCKER_VERSION
us.gcr.io/broad-gotc-prod/verify-bam-id:c1cba76e979904eb69c31520a0d7f5be63c72253-1553018888
us.gcr.io/broad-gotc-prod/verify-bam-id:c1cba76e979904eb69c31520a0d7f5be63c72253-2021-06-09_17-33-55Z
us.gcr.io/broad-gotc-prod/verify-bam-id:1.0.1-83a1c936ef2e1a8c9e78ed2d2e2d328adf0c6447-1690296105
